"Path","Name","Extension","Size_KB","LastWriteTime"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Cell Account Setup\000-Cell Account\image_32.png","image_32.png",".png","53.2","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Cell Account Setup\CAPs Management Plane\020_Create a static route for XCR.md","020_Create a static route for XCR.md",".md","1.91","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Cell Account Setup\CAPs Management Plane\030_Peering between TCX and CAPS TGW.md","030_Peering between TCX and CAPS TGW.md",".md","4.35","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Cell Account Setup\CAPs Management Plane\image_33.png","image_33.png",".png","165.81","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Cell Account Setup\CAPs Management Plane\image_34.png","image_34.png",".png","95.09","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Cell Account Setup\CAPs Management Plane\image_35.png","image_35.png",".png","59.27","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Cell Account Setup\CAPs Management Plane\image_36.png","image_36.png",".png","122.26","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Cell Account Setup\CAPs Management Plane\image_37.png","image_37.png",".png","280.83","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Cell Account Setup\CAPs Management Plane\image_38.png","image_38.png",".png","284.99","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Cell Account Setup\CAPs Management Plane\image_39.png","image_39.png",".png","262.11","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\000_TcX Cell Administrative Account Setup AWS Specific.md","000_TcX Cell Administrative Account Setup AWS Specific.md",".md","0.39","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\005_Increase the AWS Resources Service Quotas.md","005_Increase the AWS Resources Service Quotas.md",".md","5.19","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\010_Create cell deployment IAM Role.md","010_Create cell deployment IAM Role.md",".md","4.55","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\020_Allowlist TcX Tenant Administrative Account for XCR Vault usage.md","020_Allowlist TcX Tenant Administrative Account for XCR Vault usage.md",".md","1.51","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\030_Get access to AWS kits S3 bucket, Route 53 for TcX Tenant Administrative Account internal development.md","030_Get access to AWS kits S3 bucket, Route 53 for TcX Tenant Administrative Account internal development.md",".md","4.11","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\040_Get access to AWS kits S3 bucket, Route 53 for TcX Tenant Administrative Account dryrun.md","040_Get access to AWS kits S3 bucket, Route 53 for TcX Tenant Administrative Account dryrun.md",".md","4.11","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\050_Get access to AWS kits S3 bucket, Route 53 for TcX Tenant Administrative Account prod.md","050_Get access to AWS kits S3 bucket, Route 53 for TcX Tenant Administrative Account prod.md",".md","4.1","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\070_Route 53 values.md","070_Route 53 values.md",".md","0.97","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\080_Get access to tcx_cli CLI lambda for TcX Tenant Administrative account.md","080_Get access to tcx_cli CLI lambda for TcX Tenant Administrative account.md",".md","1.12","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\090_Request update transit gateway IAM Role in TcX Cell Administrative Service Account.md","090_Request update transit gateway IAM Role in TcX Cell Administrative Service Account.md",".md","2.1","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\100_Create cell bootstrap resources for tcx-pipeline-account pipeline.md","100_Create cell bootstrap resources for tcx-pipeline-account pipeline.md",".md","2.48","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\110_Enable S3 access logging for terraform state buckets for existing accounts.md","110_Enable S3 access logging for terraform state buckets for existing accounts.md",".md","2.55","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\120_Create replica specific AWS IAM role Once per Tenant AWS account.md","120_Create replica specific AWS IAM role Once per Tenant AWS account.md",".md","1.08","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\130_Create shared database VPC Once per Tenant AWS account.md","130_Create shared database VPC Once per Tenant AWS account.md",".md","3.3","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\140_Create Regex pattern set in tenant Region.md","140_Create Regex pattern set in tenant Region.md",".md","1.02","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\145_Allowlist TcX Tenant Administrative Account for Sharing XCR Kubernetes Cluster VPC Endpoint Service.md","145_Allowlist TcX Tenant Administrative Account for Sharing XCR Kubernetes Cluster VPC Endpoint Service.md",".md","1.28","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\160_Troubleshooting - New XCR Kubernetes cluster tenants in unknown state showing in ArgoCD.md","160_Troubleshooting - New XCR Kubernetes cluster tenants in unknown state showing in ArgoCD.md",".md","1.18","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\165_Troubleshooting - The volume mount issue.md","165_Troubleshooting - The volume mount issue.md",".md","2.17","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\170_Get the Tenant CIDR Range.md","170_Get the Tenant CIDR Range.md",".md","0.71","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\175_Enable AWS CI Role Auth method in Vault.md","175_Enable AWS CI Role Auth method in Vault.md",".md","1.49","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\180_Create AWS ACM Certificate for ALB.md","180_Create AWS ACM Certificate for ALB.md",".md","1.27","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\190_Create IAM roles required for Usage and Billing report lambdas once per account.md","190_Create IAM roles required for Usage and Billing report lambdas once per account.md",".md","2.73","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\200_Create ElastiCache Once per Tenant AWS account.md","200_Create ElastiCache Once per Tenant AWS account.md",".md","1.75","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_40.png","image_40.png",".png","96.3","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_41.png","image_41.png",".png","107.23","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_42.png","image_42.png",".png","88.48","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_43.png","image_43.png",".png","116.62","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_44.png","image_44.png",".png","134.73","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_45.png","image_45.png",".png","94.35","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_46.png","image_46.png",".png","99.15","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_47.png","image_47.png",".png","76.15","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_48.png","image_48.png",".png","64.86","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_49.png","image_49.png",".png","156.84","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_50.png","image_50.png",".png","170.09","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_51.png","image_51.png",".png","70.83","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_52.png","image_52.png",".png","84.58","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_53.png","image_53.png",".png","60.96","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_54.png","image_54.png",".png","52.28","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_55.png","image_55.png",".png","91.89","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_56.png","image_56.png",".png","29.89","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_57.png","image_57.png",".png","125.61","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_58.png","image_58.png",".png","79.76","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_59.png","image_59.png",".png","106.14","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_60.png","image_60.png",".png","25.13","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_61.png","image_61.png",".png","166.27","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_62.png","image_62.png",".png","115.93","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_63.png","image_63.png",".png","25.13","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_64.png","image_64.png",".png","75.7","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_65.png","image_65.png",".png","81.27","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_66.png","image_66.png",".png","23.84","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_67.png","image_67.png",".png","44.99","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_68.png","image_68.png",".png","48.52","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_69.png","image_69.png",".png","66.72","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_70.png","image_70.png",".png","84.08","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_71.png","image_71.png",".png","20.57","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_72.png","image_72.png",".png","80.39","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_73.png","image_73.png",".png","66.21","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_74.png","image_74.png",".png","30.61","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_75.png","image_75.png",".png","233.73","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_76.png","image_76.png",".png","103.93","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_77.png","image_77.png",".png","132.67","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_78.png","image_78.png",".png","43.29","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_79.png","image_79.png",".png","77.52","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_80.png","image_80.png",".png","215.82","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_81.png","image_81.png",".png","130.79","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_82.png","image_82.png",".png","64.45","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AWS\TcX Tenant Administrative AWS Account setup\image_83.png","image_83.png",".png","51.12","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AZURE\015_Copy kits from AWS S3 to Azure administrative account.md","015_Copy kits from AWS S3 to Azure administrative account.md",".md","10.05","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AZURE\016_Trigger pipeline to provision VM images in Compute Gallery.md","016_Trigger pipeline to provision VM images in Compute Gallery.md",".md","2.32","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AZURE\020_Setup OIDC federation in AWS accounts.md","020_Setup OIDC federation in AWS accounts.md",".md","3.2","12/9/2025 1:13:34 PM"
"docs\Documentation\000_Cell-Setup\000_Automation Prerequisites\040_TcX Cell Setup\AZURE\image_101.png","image_101.png",".png","23.21","12/9/2025 1:13:34 PM"
